timestamp;armed;prearmed;ready_to_arm;lockdown;manual_lockdown;force_failsafe;in_esc_calibration_mode
752131529;1;0;1;0;0;0;0
752637510;1;0;1;0;0;0;0
753144493;1;0;1;0;0;0;0
753651494;1;0;1;0;0;0;0
754157568;1;0;1;0;0;0;0
754663553;1;0;1;0;0;0;0
755170514;1;0;1;0;0;0;0
755676523;1;0;1;0;0;0;0
756182494;1;0;1;0;0;0;0
756688494;1;0;1;0;0;0;0
757194524;1;0;1;0;0;0;0
757700524;1;0;1;0;0;0;0
758206562;1;0;1;0;0;0;0
758712511;1;0;1;0;0;0;0
759218494;1;0;1;0;0;0;0
759724515;1;0;1;0;0;0;0
760230493;1;0;1;0;0;0;0
760736592;1;0;1;0;0;0;0
761242492;1;0;1;0;0;0;0
761748494;1;0;1;0;0;0;0
762254513;1;0;1;0;0;0;0
762760602;1;0;1;0;0;0;0
763266532;1;0;1;0;0;0;0
763772515;1;0;1;0;0;0;0
764278641;1;0;1;0;0;0;0
764784613;1;0;1;0;0;0;0
765290596;1;0;1;0;0;0;0
765796504;1;0;1;0;0;0;0
766303019;1;0;1;0;0;0;0
766808495;1;0;1;0;0;0;0
767314493;1;0;1;0;0;0;0
767820493;1;0;1;0;0;0;0
768326494;1;0;1;0;0;0;0
768833494;1;0;1;0;0;0;0
769339643;1;0;1;0;0;0;0
769846508;1;0;1;0;0;0;0
770352527;1;0;1;0;0;0;0
770858509;1;0;1;0;0;0;0
771364976;1;0;1;0;0;0;0
771870818;1;0;1;0;0;0;0
772376492;1;0;1;0;0;0;0
772882495;1;0;1;0;0;0;0
773388494;1;0;1;0;0;0;0
773894540;1;0;1;0;0;0;0
774400626;1;0;1;0;0;0;0
774906493;1;0;1;0;0;0;0
775412513;1;0;1;0;0;0;0
775918493;1;0;1;0;0;0;0
776424968;1;0;1;0;0;0;0
776930745;1;0;1;0;0;0;0
777436685;1;0;1;0;0;0;0
777942494;1;0;1;0;0;0;0
778448494;1;0;1;0;0;0;0
778954494;1;0;1;0;0;0;0
779460627;1;0;1;0;0;0;0
780472520;1;0;1;0;0;0;0
780978494;1;0;1;0;0;0;0
781484494;1;0;1;0;0;0;0
781990747;1;0;1;0;0;0;0
782496497;1;0;1;0;0;0;0
783002520;1;0;1;0;0;0;0
783508513;1;0;1;0;0;0;0
784014494;1;0;1;0;0;0;0
784520641;1;0;1;0;0;0;0
785026513;1;0;1;0;0;0;0
785532513;1;0;1;0;0;0;0
786038494;1;0;1;0;0;0;0
