timestamp;timestamp_last_signal;rssi;rssi_dbm;rc_lost_frame_count;rc_total_frame_count;rc_ppm_frame_length;values[0];values[1];values[2];values[3];values[4];values[5];values[6];values[7];values[8];values[9];values[10];values[11];values[12];values[13];values[14];values[15];values[16];values[17];channel_count;rc_failsafe;rc_lost;input_source;link_quality
867825172;867824579;41;nan;0;8877;0;1211;1496;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
868320084;868319437;41;nan;0;8932;0;1256;1495;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
868814781;868814219;41;nan;0;8987;0;1140;1496;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
869309752;869309193;41;nan;0;9042;0;1488;1498;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
869826954;869826395;41;nan;0;9100;0;1494;1497;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
870321801;870321239;41;nan;0;9155;0;1429;1496;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
870816652;870816090;41;nan;0;9210;0;1399;1497;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
871311489;871310930;41;nan;0;9265;0;1362;1497;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
871828827;871828268;41;nan;0;9322;0;1358;1497;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
872323690;872323129;41;nan;0;9377;0;1411;1498;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
872818519;872817960;41;nan;0;9432;0;1480;1498;1424;1492;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
873313362;873312804;41;nan;0;9487;0;1480;1497;1397;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
873808302;873807743;41;nan;0;9542;0;1464;1497;1404;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
874325548;874324989;41;nan;0;9600;0;1494;1497;1408;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
874820446;874819887;41;nan;0;9654;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
875315238;875314678;41;nan;0;9710;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
875810144;875809584;41;nan;0;9764;0;1494;1497;1408;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
876327419;876326860;41;nan;0;9822;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
876822273;876821712;41;nan;0;9877;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
877317111;877316551;41;nan;0;9932;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
877811950;877811391;41;nan;0;9987;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
878329389;878328782;41;nan;0;10044;0;1494;1497;1408;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
878824167;878823604;41;nan;0;10099;0;1494;1497;1407;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
879319013;879318454;41;nan;0;10154;0;1494;1496;1536;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
879813882;879813321;41;nan;0;10209;0;1494;1496;1531;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
880308671;880308112;41;nan;0;10264;0;1494;1496;1528;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
