timestamp;roll;pitch;yaw;thrust_body[0];thrust_body[1];thrust_body[2];reset_integral
786775680;0.10056783;0.0015975419;0.001001426;0.0;0.0;-0.33894742;0
786798195;0.102417156;0.013668988;-0.000592294;0.0;0.0;-0.33894742;0
786811674;0.09977582;0.01876062;-0.001535482;0.0;0.0;-0.33894742;0
786834163;0.09306932;0.033798713;-0.0038324185;0.0;0.0;-0.33894742;0
786856690;0.086766735;0.037276007;-0.005673403;0.0;0.0;-0.33894742;0
786874634;0.07681183;0.043176126;-0.0077125877;0.0;0.0;-0.33894742;0
786892742;0.06882898;0.048773777;-0.009531329;0.0;0.0;-0.33894742;0
786915165;0.06002508;0.04879602;-0.011930351;0.0;0.0;-0.33894742;0
786937708;0.050020818;0.05163295;-0.014254071;0.0;0.0;-0.33894742;0
786955649;0.04277921;0.0465445;-0.016395902;0.0;0.0;-0.33894742;0
786973626;0.035179902;0.045260508;-0.018325312;0.0;0.0;-0.33894742;0
786996107;0.021863516;0.040494062;-0.020834664;0.0;0.0;-0.33894742;0
787018609;0.008714542;0.030631397;-0.02220666;0.0;0.0;-0.33894742;0
787032092;-0.0021738908;0.024074934;-0.023323037;0.0;0.0;-0.33894742;0
787054618;-0.020770483;0.01974795;-0.024580633;0.0;0.0;-0.33894742;0
787077067;-0.037854373;0.009829057;-0.025189012;0.0;0.0;-0.33894742;0
787095107;-0.054339193;0.0029708738;-0.02556251;0.0;0.0;-0.33894742;0
787113056;-0.07238429;-0.0062724818;-0.0256597;0.0;0.0;-0.33894742;0
787135588;-0.089944534;-0.028248727;-0.025278667;0.0;0.0;-0.33894742;0
787158044;-0.10846131;-0.042543273;-0.024429861;0.0;0.0;-0.33894742;0
787176051;-0.11878077;-0.05194035;-0.023401104;0.0;0.0;-0.33894742;0
787194048;-0.1256427;-0.06297033;-0.022302946;0.0;0.0;-0.33894742;0
787216577;-0.13382596;-0.07103455;-0.020604013;0.0;0.0;-0.33894742;0
787234562;-0.13725886;-0.07555236;-0.019064514;0.0;0.0;-0.33894742;0
787252645;-0.13587935;-0.0804262;-0.017484387;0.0;0.0;-0.33894742;0
787275052;-0.1288618;-0.08606389;-0.01533514;0.0;0.0;-0.33894742;0
787297549;-0.12171644;-0.08545006;-0.014123293;0.0;0.0;-0.33894742;0
