timestamp;freefall;ground_contact;maybe_landed;landed;in_ground_effect;in_descend;has_low_throttle;vertical_movement;horizontal_movement;rotational_movement;close_to_ground_or_skipped_check;at_rest
805791621;0;0;0;0;0;0;0;0;0;1;1;0
806799375;0;0;0;0;0;0;0;0;0;1;1;0
807806822;0;0;0;0;0;0;0;0;0;1;1;0
808814658;0;0;0;0;0;0;0;0;0;1;1;0
809822244;0;0;0;0;0;0;0;0;0;1;1;0
810830072;0;0;0;0;0;0;0;0;0;0;1;0
811837702;0;0;0;0;0;0;0;0;0;0;1;0
812845377;0;0;0;0;0;0;0;0;0;0;1;0
813853080;0;0;0;0;0;0;0;0;0;0;1;0
814860802;0;0;0;0;0;0;0;0;0;0;1;0
815868462;0;0;0;0;0;0;0;0;0;0;1;0
816876192;0;0;0;0;0;0;0;0;0;0;1;0
817883792;0;0;0;0;0;0;0;0;0;0;1;0
818891370;0;0;0;0;0;0;0;0;0;0;1;0
819899059;0;0;0;0;0;0;0;0;0;0;1;0
820906679;0;0;0;0;0;0;0;0;0;0;1;0
821914421;0;0;0;0;0;0;0;0;0;0;1;0
822922300;0;0;0;0;0;0;0;0;0;0;1;0
823929975;0;0;0;0;0;0;0;0;0;1;1;0
824937516;0;0;0;0;0;0;0;0;0;0;1;0
825945279;0;0;0;0;0;0;0;0;0;0;1;0
826953018;0;0;0;0;0;0;0;0;0;0;1;0
827960479;0;0;0;0;0;0;0;0;0;0;1;0
828968259;0;0;0;0;0;0;0;0;0;1;1;0
829976054;0;0;0;0;0;0;0;0;0;1;1;0
830983559;0;0;0;0;0;0;0;0;0;0;1;0
831991347;0;0;0;0;0;0;0;0;0;1;1;0
832999221;0;0;0;0;0;0;0;0;0;1;1;0
834006788;0;0;0;0;0;0;0;0;0;1;1;0
835014582;0;0;0;0;0;0;0;0;0;1;1;0
836022151;0;0;0;0;0;0;0;0;0;0;1;0
837029937;0;0;0;0;0;0;0;0;0;1;1;0
838037448;0;0;0;0;0;0;0;0;0;1;1;0
839045530;0;0;0;0;0;0;0;1;0;0;1;0
840052933;0;0;0;0;0;0;0;0;0;1;1;0
841060401;0;0;0;0;0;0;0;0;0;1;1;0
842068142;0;0;0;0;0;0;0;0;0;1;1;0
843075746;0;0;0;0;0;0;0;0;0;0;1;0
844083478;0;0;0;0;0;0;0;0;0;1;1;0
845091325;0;0;0;0;0;0;0;0;0;0;1;0
846098971;0;0;0;0;0;0;0;0;0;0;1;0
847106696;0;0;0;0;0;0;0;0;0;1;1;0
848114340;0;0;0;0;0;0;0;0;0;1;1;0
849122037;0;0;0;0;0;0;0;0;0;0;1;0
850129571;0;0;0;0;0;0;0;0;0;0;1;0
851137261;0;0;0;0;0;0;0;0;0;1;1;0
852145078;0;0;0;0;0;0;0;0;0;1;1;0
853152800;0;0;0;0;0;0;0;0;0;0;1;0
854160593;0;0;0;0;0;0;0;0;0;1;1;0
855168180;0;0;0;0;0;0;0;0;0;0;1;0
856175832;0;0;0;0;0;0;0;0;0;0;1;0
857183642;0;0;0;0;0;0;0;0;0;1;1;0
858191112;0;0;0;0;0;0;0;0;0;0;1;0
859198763;0;0;0;0;0;0;0;0;0;0;1;0
860206681;0;0;0;0;0;0;0;0;0;0;1;0
861214131;0;0;0;0;0;0;0;0;0;1;1;0
862222001;0;0;0;0;0;0;0;0;0;0;1;0
863229669;0;0;0;0;0;0;0;0;0;1;1;0
864237326;0;0;0;0;0;0;0;0;0;0;1;0
865245025;0;0;0;0;0;0;0;0;0;0;1;0
866252502;0;0;0;0;0;0;0;0;0;0;1;0
867260258;0;0;0;0;0;0;0;0;0;0;1;0
868267908;0;0;0;0;0;0;0;0;0;0;1;0
869275627;0;0;0;0;0;0;0;0;0;1;1;0
870283376;0;0;0;0;0;0;0;0;0;0;1;0
871290989;0;0;0;0;0;0;0;0;0;0;1;0
872299099;0;0;0;0;0;0;0;0;0;0;1;0
873306462;0;0;0;0;0;0;0;0;0;0;1;0
874314316;0;0;0;0;0;0;0;0;0;0;1;0
875321681;0;0;0;0;0;0;0;0;0;0;1;0
876329592;0;0;0;0;0;0;0;0;0;0;1;0
877337153;0;0;0;0;0;0;0;0;0;0;1;0
878345043;0;0;0;0;0;0;0;0;0;0;1;0
879352614;0;0;0;0;0;0;0;0;0;0;1;0
880360133;0;0;0;0;0;0;0;0;0;0;1;0
881367762;0;0;0;0;0;0;0;0;0;1;1;0
882375624;0;0;0;0;0;0;0;0;0;0;1;0
883383255;0;0;0;0;0;0;0;0;0;0;1;0
884391052;0;0;0;0;0;0;0;0;0;0;1;0
885398711;0;0;0;0;0;0;0;0;0;1;1;0
886406246;0;0;0;0;0;0;0;0;0;0;1;0
887414139;0;0;0;0;0;0;0;0;0;0;1;0
888421686;0;0;0;0;0;0;0;0;0;0;1;0
889429430;0;0;0;0;0;0;0;0;0;0;1;0
890437143;0;0;0;0;0;0;0;0;0;0;1;0
891444617;0;0;0;0;0;0;0;0;0;0;1;0
892452514;0;0;0;0;0;0;0;0;0;0;1;0
893459994;0;0;0;0;0;0;0;0;0;0;1;0
894467842;0;0;0;0;0;0;0;0;0;0;1;0
895475511;0;0;0;0;0;0;0;0;0;0;1;0
896483109;0;0;0;0;0;0;0;0;0;1;1;0
897490750;0;0;0;0;0;0;0;0;0;1;1;0
898498553;0;0;0;0;0;0;0;0;0;0;1;0
899506280;0;0;0;0;0;0;0;0;0;0;1;0
900513997;0;0;0;0;0;0;0;0;0;0;1;0
901521434;0;0;0;0;0;0;0;0;0;0;1;0
902529401;0;0;0;0;0;0;0;0;0;0;1;0
903536990;0;0;0;0;0;0;0;0;0;0;1;0
904544682;0;0;0;0;0;0;0;0;0;0;1;0
905552252;0;0;0;0;0;0;0;0;0;1;1;0
906560087;0;0;0;0;0;0;0;1;0;1;1;0
907567588;0;0;0;0;0;0;0;0;0;1;1;0
908575217;0;0;0;0;0;0;0;0;0;1;1;0
909583367;0;0;0;0;0;0;0;0;0;1;1;0
910590658;0;0;0;0;0;0;0;0;0;1;1;0
911598567;0;0;0;0;0;0;0;0;0;1;1;0
912606216;0;0;0;0;0;0;0;0;0;1;1;0
913614115;0;0;0;0;0;0;0;0;0;1;1;0
914621386;0;0;0;0;0;0;0;0;0;1;1;0
915629469;0;0;0;0;0;0;0;0;0;1;1;0
