timestamp;rollspeed_integ;pitchspeed_integ;yawspeed_integ
1395638923;-0.006970752;-0.06771696;0.0059888503
1395841368;-0.0057438556;-0.06847756;0.005612908
1396040815;-0.009611909;-0.06573483;0.0046144817
1396240264;-0.014533485;-0.06666161;0.004205937
1396439756;-0.012500971;-0.06932492;0.003973899
1396639155;-0.010263948;-0.06867322;0.004071654
1396838601;-0.012523127;-0.066379756;0.004118104
1397038045;-0.011259791;-0.06663638;0.0044566947
1397242112;-0.0070171515;-0.067286775;0.005221237
1397438443;-0.0063120914;-0.06476684;0.005770155
1397640885;-0.0058065336;-0.06533213;0.0058356845
1397840331;-0.0074909986;-0.06761506;0.0063351756
1398039778;-0.0034290487;-0.064405546;0.0064453953
1398239270;-0.0050881435;-0.06580804;0.0061579845
1398438668;-0.008878118;-0.06328241;0.0058806483
1398641143;-0.011500027;-0.063968934;0.0059380974
1398840555;-0.0096805785;-0.07067662;0.006505826
1399040006;-0.0064731133;-0.06685024;0.0067687365
1399239451;-0.0056379577;-0.06411907;0.0069152736
1399440396;-2.1911774e-05;-0.06450473;0.00663304
1399639846;-0.0014454752;-0.06978829;0.0054138307
1399839289;-0.0020999163;-0.070177235;0.0040515163
1400038834;-0.00017032278;-0.07082738;0.0034719692
1400241228;-0.0064212466;-0.074078925;0.0034727142
1400440627;-0.005774835;-0.07359307;0.0035539204
1400640069;-0.0028188014;-0.07198191;0.003408627
1400839515;-0.0042367177;-0.07140199;0.0036432836
1401038966;-0.001914426;-0.068826936;0.004178477
1401238453;0.0019485326;-0.06753223;0.0045307176
1401442351;0.001209087;-0.0700319;0.0045699
1401641803;0.0017773582;-0.07329916;0.0046916734
1401841246;0.00027410913;-0.073609844;0.0048731915
1402040738;-0.0015307878;-0.07372251;0.0053037475
1402240138;-0.00075919554;-0.07490001;0.005797755
1402439585;-0.0009193845;-0.073723376;0.006921325
1402639027;0.0028784014;-0.0724986;0.008261817
1402841475;0.0021930924;-0.07199597;0.009149485
1403040917;-0.004849303;-0.07585414;0.009868512
1403240411;-0.0009230828;-0.07639558;0.010162622
1403439811;0.00022641661;-0.075388335;0.010127596
1403637806;0.00033404352;-0.07636421;0.010270906
1403840251;0.0058533144;-0.07606975;0.009834075
1404038150;0.00086457445;-0.07821262;0.009109401
1404242093;-0.0033374343;-0.08003608;0.00912591
1404441534;-0.0024923703;-0.075901866;0.009069694
1404640998;-0.0079793595;-0.070774056;0.008776168
1404840427;-0.008561501;-0.07021321;0.008979402
1405039922;-0.008524237;-0.066509165;0.009826308
1405239334;-0.008961525;-0.06318664;0.0100368885
1405439179;-0.0038882869;-0.064821586;0.009874198
1405641587;-0.0056729275;-0.06530759;0.010019281
1405840651;-0.0033743826;-0.06474564;0.009977248
1406040098;-0.004317548;-0.065492734;0.010119525
1406239607;-0.004876088;-0.06660208;0.01017883
1406438991;-0.0013339025;-0.06053805;0.009203583
1406639940;-0.004725084;-0.060190342;0.0076983576
1406837881;-0.00472422;-0.068906926;0.006879963
1407038827;-0.0031808962;-0.07216259;0.006816751
1407241270;-0.004408748;-0.06987821;0.0067326776
1407441096;-0.0056571756;-0.075761706;0.006740446
1407640166;-0.007687486;-0.071397424;0.007322185
1407839609;-0.009956617;-0.066387765;0.008026703
1408039100;-0.010140179;-0.06947864;0.00845679
1408238513;-0.0069536474;-0.07016583;0.00834733
1408442445;-0.0026578528;-0.068198085;0.00794773
1408641901;0.000745918;-0.06817504;0.0073261927
1408841383;0.0035553072;-0.067352585;0.0066030594
1409040779;0.0038945097;-0.06718897;0.006018815
1409238772;-0.0011104762;-0.0652906;0.0059737256
1409439668;-0.003317144;-0.069189385;0.0059758783
1409639117;0.0005819637;-0.06971169;0.006307637
1409841582;0.003905235;-0.06636766;0.006298046
1410041052;0.002759664;-0.06691887;0.0055874805
1410240451;0.0031007656;-0.06675403;0.0058042626
1410439901;-0.0012392824;-0.066428356;0.0065097767
1410639429;-0.004766591;-0.06736322;0.0075662294
1410838784;-0.0008076271;-0.07097945;0.008852537
1411038277;0.0028068123;-0.06594029;0.00911709
1411240724;0.00078683096;-0.06892069;0.008685051
1411441620;0.0032035785;-0.07178014;0.008019006
1411641070;-0.0012921845;-0.07199131;0.00798741
1411840559;7.957518e-05;-0.07088372;0.008199747
1412039959;0.0034792935;-0.06641074;0.008103579
1412239400;0.0014430668;-0.06929254;0.0075052055
1412438851;0.0013913177;-0.07453663;0.0071900915
1412641290;0.0014404396;-0.07589898;0.0073736557
1412840735;-0.00065316126;-0.07486555;0.007872268
1413040267;0.0035540145;-0.07356569;0.008421694
1413239627;0.00085418375;-0.07329716;0.008740334
1413439072;-0.0009304894;-0.07361272;0.009030947
1413638517;-0.0056274063;-0.07411913;0.009334975
1413839461;-0.0057887756;-0.0740968;0.009513011
1414038907;-0.0017731013;-0.07477091;0.009043917
1414241350;-0.003949425;-0.074178405;0.008743206
1414440798;-0.0033815296;-0.07537015;0.00872123
1414640241;-0.0038335517;-0.07526007;0.0089975055
1414839739;-0.0032561717;-0.07385682;0.008861302
1415039191;-0.0027091652;-0.07325648;0.008222288
1415238577;-0.0041867318;-0.07396531;0.008457382
1415442520;-0.004346613;-0.072488084;0.009146237
1415640465;-0.0024065555;-0.07314804;0.009498854
1415841408;-0.00808237;-0.07177185;0.009365053
1416040859;-0.0061086733;-0.070087455;0.00895254
1416240300;-0.004374911;-0.07072191;0.0092426315
1416439745;-0.00550114;-0.074908674;0.009531551
1416639235;-0.0075681424;-0.07495438;0.009207081
1416841678;-0.0059020524;-0.07135317;0.008756487
1417041081;-0.004517555;-0.07108495;0.008835072
1417240521;-0.005940306;-0.0726247;0.009159051
1417440068;-0.007972985;-0.07215308;0.009489686
1417639414;-0.007547054;-0.07239825;0.009739616
1417838906;-0.007901042;-0.07282573;0.009680694
1418038300;-0.007187818;-0.070846304;0.009400223
1418242245;-0.006820678;-0.069755085;0.009153883
1418441689;-0.009747046;-0.07172514;0.009484248
1418641184;-0.0054153455;-0.07359954;0.010144897
1418840580;-0.0030965635;-0.07219592;0.010587351
1419040026;-0.00421335;-0.07061822;0.010526863
1419239472;0.001450952;-0.06976898;0.009836325
1419438924;-0.0026472495;-0.07144442;0.008867585
1419641360;-0.004557415;-0.073200874;0.008083898
1419833355;0.0017185569;-0.07356036;0.007938377
1420040249;-0.0046956087;-0.07219544;0.0076745907
1420240072;-0.004397699;-0.07003749;0.007338662
1420439138;-0.000789539;-0.07093247;0.007236953
1420638584;-0.0038623589;-0.07041273;0.0068217027
1420838074;-0.0054820273;-0.07371828;0.0064418293
1421038974;-0.0033699407;-0.07547598;0.006450712
1421241413;-0.002558014;-0.07621684;0.0065242406
1421440864;-0.00044088424;-0.07465735;0.006412019
1421640350;-1.4377247e-05;-0.07655158;0.00644717
1421839810;0.0050156186;-0.07566331;0.0064084977
1422039577;0.003781419;-0.07051663;0.0058035837
1422238639;0.0059478837;-0.07133278;0.005805446
1422441081;0.0036313876;-0.077367;0.005597372
1422640526;0.00043830887;-0.074925564;0.0056330417
1422840020;0.00275316;-0.07040527;0.0055596954
1423040915;0.0008076356;-0.071260855;0.005672121
1423240362;0.0007536567;-0.07424663;0.0055874432
1423439857;-0.0010950967;-0.07500188;0.0058168364
1423639248;-0.00038900023;-0.07258822;0.00618753
1423839076;-0.0005459274;-0.07531868;0.0065168077
1424041584;-0.0031367904;-0.07385947;0.0068988674
1424240679;-0.00036385658;-0.07084056;0.0068614027
1424440023;7.3661145e-06;-0.07032221;0.0066845617
1424639548;-0.0025584216;-0.07131755;0.0071678488
1424838915;0.00010458322;-0.06864158;0.0075679817
1425038360;-0.0043257317;-0.067676716;0.007773126
1425237808;-0.0021724866;-0.06790536;0.007590482
1425441797;0.0016867381;-0.06701235;0.007318447
1425641192;-0.002703384;-0.06678672;0.007204368
1425839185;-0.0014473196;-0.06541512;0.006819286
1426040082;-0.00020071631;-0.0678378;0.0065322253
