timestamp;imbalanced_prop_metric;motor_failure_mask;motor_stop_mask;fd_roll;fd_pitch;fd_alt;fd_ext;fd_arm_escs;fd_battery;fd_imbalanced_prop;fd_motor
1375773830;-2.4254181;0;0;0;0;0;0;0;0;0;0
1376279766;-2.4898088;0;0;0;0;0;0;0;0;0;0
1376785913;-2.4369946;0;0;0;0;0;0;0;0;0;0
1377291765;-2.5421379;0;0;0;0;0;0;0;0;0;0
1377797767;-2.4897125;0;0;0;0;0;0;0;0;0;0
1378303764;-2.5703204;0;0;0;0;0;0;0;0;0;0
1378809766;-2.594916;0;0;0;0;0;0;0;0;0;0
1379315919;-2.5509841;0;0;0;0;0;0;0;0;0;0
1379821768;-2.576057;0;0;0;0;0;0;0;0;0;0
1380327767;-2.5754604;0;0;0;0;0;0;0;0;0;0
1380833766;-2.5346017;0;0;0;0;0;0;0;0;0;0
1381339766;-2.5096076;0;0;0;0;0;0;0;0;0;0
1381846329;-2.4926698;0;0;0;0;0;0;0;0;0;0
1382351831;-2.3773582;0;0;0;0;0;0;0;0;0;0
1382857765;-2.3978832;0;0;0;0;0;0;0;0;0;0
1383363765;-2.3550956;0;0;0;0;0;0;0;0;0;0
1383869766;-2.3659618;0;0;0;0;0;0;0;0;0;0
1384375883;-2.356639;0;0;0;0;0;0;0;0;0;0
1384882971;-2.3687608;0;0;0;0;0;0;0;0;0;0
1385388792;-2.2623174;0;0;0;0;0;0;0;0;0;0
1385895168;-2.2237303;0;0;0;0;0;0;0;0;0;0
1386400765;-2.2109249;0;0;0;0;0;0;0;0;0;0
1386907032;-2.150751;0;0;0;0;0;0;0;0;0;0
1387412920;-2.0648322;0;0;0;0;0;0;0;0;0;0
1387918850;-2.0414646;0;0;0;0;0;0;0;0;0;0
1388424780;-2.0986583;0;0;0;0;0;0;0;0;0;0
1388930785;-2.148858;0;0;0;0;0;0;0;0;0;0
1389436778;-2.2512548;0;0;0;0;0;0;0;0;0;0
1389942972;-2.231348;0;0;0;0;0;0;0;0;0;0
1390448790;-2.2904353;0;0;0;0;0;0;0;0;0;0
1390954766;-2.3326306;0;0;0;0;0;0;0;0;0;0
1391460972;-2.428019;0;0;0;0;0;0;0;0;0;0
1391966766;-2.457743;0;0;0;0;0;0;0;0;0;0
1392472936;-2.4920573;0;0;0;0;0;0;0;0;0;0
1392978765;-2.549699;0;0;0;0;0;0;0;0;0;0
1393484784;-2.5928662;0;0;0;0;0;0;0;0;0;0
1393990767;-2.4886954;0;0;0;0;0;0;0;0;0;0
1394497025;-2.509827;0;0;0;0;0;0;0;0;0;0
1395002902;-2.4593594;0;0;0;0;0;0;0;0;0;0
1395508764;-2.47507;0;0;0;0;0;0;0;0;0;0
1396014802;-2.480749;0;0;0;0;0;0;0;0;0;0
1396521344;-2.437015;0;0;0;0;0;0;0;0;0;0
1397026775;-2.4034936;0;0;0;0;0;0;0;0;0;0
1397533177;-2.528259;0;0;0;0;0;0;0;0;0;0
1398038775;-2.4518955;0;0;0;0;0;0;0;0;0;0
1398544766;-2.5390685;0;0;0;0;0;0;0;0;0;0
1399050916;-2.4864845;0;0;0;0;0;0;0;0;0;0
1399556765;-2.571673;0;0;0;0;0;0;0;0;0;0
1400063766;-2.5276806;0;0;0;0;0;0;0;0;0;0
1400570224;-2.4769726;0;0;0;0;0;0;0;0;0;0
1401076842;-2.4516826;0;0;0;0;0;0;0;0;0;0
1401582902;-2.4060977;0;0;0;0;0;0;0;0;0;0
1402088879;-2.4040484;0;0;0;0;0;0;0;0;0;0
1402594777;-2.503871;0;0;0;0;0;0;0;0;0;0
1403100767;-2.5704243;0;0;0;0;0;0;0;0;0;0
1403607860;-2.636118;0;0;0;0;0;0;0;0;0;0
1404113779;-2.6433804;0;0;0;0;0;0;0;0;0;0
1404619767;-2.7740932;0;0;0;0;0;0;0;0;0;0
1405125767;-2.740699;0;0;0;0;0;0;0;0;0;0
1405631766;-2.67947;0;0;0;0;0;0;0;0;0;0
1406137765;-2.6590867;0;0;0;0;0;0;0;0;0;0
1406643765;-2.5595975;0;0;0;0;0;0;0;0;0;0
1407149871;-2.5440495;0;0;0;0;0;0;0;0;0;0
1407655848;-2.4479544;0;0;0;0;0;0;0;0;0;0
1408161796;-2.4373622;0;0;0;0;0;0;0;0;0;0
1408668028;-2.4669852;0;0;0;0;0;0;0;0;0;0
1409174025;-2.503862;0;0;0;0;0;0;0;0;0;0
1409679809;-2.5000377;0;0;0;0;0;0;0;0;0;0
1410185766;-2.5146534;0;0;0;0;0;0;0;0;0;0
1410691784;-2.3948302;0;0;0;0;0;0;0;0;0;0
1411197766;-2.3766227;0;0;0;0;0;0;0;0;0;0
1411703785;-2.345359;0;0;0;0;0;0;0;0;0;0
1412209879;-2.3623574;0;0;0;0;0;0;0;0;0;0
1412715765;-2.300043;0;0;0;0;0;0;0;0;0;0
1413221787;-2.3340206;0;0;0;0;0;0;0;0;0;0
1413728785;-2.317975;0;0;0;0;0;0;0;0;0;0
1414234764;-2.379365;0;0;0;0;0;0;0;0;0;0
1414741554;-2.2956874;0;0;0;0;0;0;0;0;0;0
1415246765;-2.3309176;0;0;0;0;0;0;0;0;0;0
1415753187;-2.3180852;0;0;0;0;0;0;0;0;0;0
1416259414;-2.3295848;0;0;0;0;0;0;0;0;0;0
1416764765;-2.2825952;0;0;0;0;0;0;0;0;0;0
1417270766;-2.2434027;0;0;0;0;0;0;0;0;0;0
1417776767;-2.1808481;0;0;0;0;0;0;0;0;0;0
1418283766;-2.148544;0;0;0;0;0;0;0;0;0;0
1418790119;-2.1705241;0;0;0;0;0;0;0;0;0;0
1419295785;-2.1359956;0;0;0;0;0;0;0;0;0;0
1419801997;-2.0964491;0;0;0;0;0;0;0;0;0;0
1420307766;-2.0898836;0;0;0;0;0;0;0;0;0;0
1420813826;-2.1344068;0;0;0;0;0;0;0;0;0;0
1421319890;-2.237152;0;0;0;0;0;0;0;0;0;0
1421825785;-2.3027;0;0;0;0;0;0;0;0;0;0
1422331785;-2.3546307;0;0;0;0;0;0;0;0;0;0
1422837765;-2.4003856;0;0;0;0;0;0;0;0;0;0
1423343781;-2.371736;0;0;0;0;0;0;0;0;0;0
1423849816;-2.2933002;0;0;0;0;0;0;0;0;0;0
1424355765;-2.228186;0;0;0;0;0;0;0;0;0;0
1424861766;-2.2796252;0;0;0;0;0;0;0;0;0;0
1425368808;-2.3245597;0;0;0;0;0;0;0;0;0;0
1425874828;-2.2390695;0;0;0;0;0;0;0;0;0;0
1426380786;-2.3139825;0;0;0;0;0;0;0;0;0;0
1426886855;-2.2899225;0;0;0;0;0;0;0;0;0;0
1427392930;-2.2889018;0;0;0;0;0;0;0;0;0;0
1427898765;-2.2974706;0;0;0;0;0;0;0;0;0;0
1428404765;-2.2564645;0;0;0;0;0;0;0;0;0;0
1428910765;-2.158037;0;0;0;0;0;0;0;0;0;0
1429416766;-2.0447032;0;0;0;0;0;0;0;0;0;0
1429923017;-2.110586;0;0;0;0;0;0;0;0;0;0
1430428840;-2.0904396;0;0;0;0;0;0;0;0;0;0
1430934811;-2.0510726;0;0;0;0;0;0;0;0;0;0
1431440854;-1.9942194;0;0;0;0;0;0;0;0;0;0
1431946765;-1.9973117;0;0;0;0;0;0;0;0;0;0
1432452946;-1.9825612;0;0;0;0;0;0;0;0;0;0
1432961306;-2.0201092;0;0;0;0;0;0;0;0;0;0
1433466779;-2.0320554;0;0;0;0;0;0;0;0;0;0
1433972829;-2.1363652;0;0;0;0;0;0;0;0;0;0
1434478785;-2.2739644;0;0;0;0;0;0;0;0;0;0
1434984765;-2.2411966;0;0;0;0;0;0;0;0;0;0
1435490765;-2.3136036;0;0;0;0;0;0;0;0;0;0
1435996768;-2.3388636;0;0;0;0;0;0;0;0;0;0
1436502786;-2.3721786;0;0;0;0;0;0;0;0;0;0
1437008800;-2.3780727;0;0;0;0;0;0;0;0;0;0
1437514766;-2.380401;0;0;0;0;0;0;0;0;0;0
1438020767;-2.3159196;0;0;0;0;0;0;0;0;0;0
1438527772;-2.363569;0;0;0;0;0;0;0;0;0;0
1439034545;-2.3686547;0;0;0;0;0;0;0;0;0;0
1439539848;-2.288121;0;0;0;0;0;0;0;0;0;0
1440045766;-2.3483074;0;0;0;0;0;0;0;0;0;0
1440551775;-2.3393111;0;0;0;0;0;0;0;0;0;0
1441057780;-2.2963378;0;0;0;0;0;0;0;0;0;0
1441563968;-2.2530873;0;0;0;0;0;0;0;0;0;0
1442069767;-2.2764835;0;0;0;0;0;0;0;0;0;0
1442575765;-2.221925;0;0;0;0;0;0;0;0;0;0
1443081785;-2.1870663;0;0;0;0;0;0;0;0;0;0
1444095284;-2.0927403;0;0;0;0;0;0;0;0;0;0
1444600987;-2.0782592;0;0;0;0;0;0;0;0;0;0
1445106787;-1.9584901;0;0;0;0;0;0;0;0;0;0
1445612767;-1.849966;0;0;0;0;0;0;0;0;0;0
1445910013;-1.8211106;0;0;0;0;0;0;0;0;0;0
1445929534;-1.7967918;0;0;0;0;0;0;0;0;0;0
1446434951;-1.6597421;0;0;0;0;0;0;0;0;0;0
