timestamp;timestamp_sample;device_id;magnetometer_ga[0];magnetometer_ga[1];magnetometer_ga[2];calibration_count
1349724057;1349723048;396809;-0.2456089;-0.09742196;-0.23085944;5
1350172327;1350171313;396809;-0.25259545;-0.10169939;-0.22540316;5
1350769936;1350768960;396809;-0.2436359;-0.10173493;-0.23730792;5
1351218112;1351217107;396809;-0.2519931;-0.0936086;-0.22550601;5
1351794361;1351740076;396809;-0.25131363;-0.092821226;-0.22584955;5
1352264267;1352263254;396809;-0.25038305;-0.09493057;-0.22452457;5
1352712458;1352711483;396809;-0.25048155;-0.10053168;-0.2285149;5
1353288702;1353234449;396809;-0.24950926;-0.10237685;-0.22936992;5
1353758475;1353757499;396809;-0.24992162;-0.09951653;-0.22332889;5
1354206659;1354205684;396809;-0.24611282;-0.09991164;-0.22676629;5
1354782767;1354728502;396809;-0.24662876;-0.10208764;-0.2317043;5
1355252849;1355251851;396809;-0.24581593;-0.10075461;-0.23134115;5
1355701021;1355700046;396809;-0.2513994;-0.10249062;-0.23002043;5
1356298382;1356297403;396809;-0.24993527;-0.1053585;-0.2286263;5
1356747029;1356746054;396809;-0.24989286;-0.10547891;-0.22927985;5
1357195189;1357194214;396809;-0.24565563;-0.1021899;-0.23472933;5
1357792586;1357791612;396809;-0.24731818;-0.09287794;-0.22755828;5
1358241072;1358240097;396809;-0.24836326;-0.0944756;-0.22710317;5
1358689272;1358688299;396809;-0.24985117;-0.09677619;-0.22166051;5
1359286669;1359285694;396809;-0.24921075;-0.10089025;-0.22230504;5
1359735275;1359734274;396809;-0.25275066;-0.09700283;-0.23039973;5
1360183374;1360182399;396809;-0.25159776;-0.09604653;-0.22145526;5
1360781030;1360780055;396809;-0.25288725;-0.09759515;-0.22921306;5
1361229595;1361228597;396809;-0.24842867;-0.10115073;-0.23252101;5
1361677784;1361676809;396809;-0.24928117;-0.10363059;-0.22397342;5
1362275177;1362274201;396809;-0.248382;-0.103578836;-0.22401583;5
1362723705;1362722728;396809;-0.24838626;-0.10127115;-0.23317456;5
1363171874;1363170900;396809;-0.24725208;-0.102222025;-0.22577804;5
1363769273;1363768298;396809;-0.24713421;-0.103536904;-0.22851267;5
1364217826;1364216795;396809;-0.24713421;-0.103536904;-0.22851267;5
1364793976;1364739612;396809;-0.2472904;-0.10031204;-0.22918788;5
1365263307;1365262315;396809;-0.24881038;-0.1000669;-0.22663906;5
1365711900;1365710922;396809;-0.2478925;-0.098107964;-0.22513351;5
1366288076;1366233736;396809;-0.24849568;-0.10074559;-0.22749595;5
1366757501;1366756506;396809;-0.24928546;-0.10132291;-0.23313215;5
1367206014;1367205017;396809;-0.2520966;-0.09527493;-0.22574686;5
1367782426;1367728019;396809;-0.25061986;-0.09474385;-0.22701721;5
1368251854;1368250845;396809;-0.252318;-0.0956264;-0.22325307;5
1368700424;1368699449;396809;-0.24986476;-0.09542209;-0.23159322;5
1369297785;1369296810;396809;-0.24862278;-0.08981827;-0.21943241;5
1369745958;1369744958;396809;-0.25531244;-0.09493868;-0.21855098;5
1370194493;1370193518;396809;-0.25112695;-0.09248283;-0.22412089;5
1370791901;1370790926;396809;-0.251574;-0.09087808;-0.22829206;5
1371240155;1371239179;396809;-0.25026086;-0.09135707;-0.22273578;5
1371688697;1371687722;396809;-0.24961108;-0.094517544;-0.22260633;5
1372286305;1372285330;396809;-0.24747345;-0.09537743;-0.22791956;5
1372734646;1372733670;396809;-0.25103205;-0.100593254;-0.2329269;5
1373183211;1373182222;396809;-0.25150794;-0.10022216;-0.22651182;5
1373780603;1373779608;396809;-0.25043482;-0.095763735;-0.224645;5
1374228778;1374227807;396809;-0.25432837;-0.08793172;-0.2245358;5
1374677335;1374676360;396809;-0.24943712;-0.09011087;-0.2206971;5
1375274689;1375273714;396809;-0.24968585;-0.10214625;-0.22879815;5
1375722868;1375721885;396809;-0.2513994;-0.10249062;-0.23002043;5
1376171506;1376170531;396809;-0.24671513;-0.10080637;-0.23129873;5
1376769078;1376768103;396809;-0.24985981;-0.10655293;-0.23070738;5
1377217210;1377216235;396809;-0.24812326;-0.09941302;-0.2234137;5
1377793901;1377739429;396809;-0.2491036;-0.101190135;-0.22963911;5
1378263358;1378262383;396809;-0.2525056;-0.10587503;-0.23045972;5
1378711677;1378710701;396809;-0.24776956;-0.10335761;-0.2316176;5
1379288129;1379233738;396809;-0.24536622;-0.10219926;-0.23274118;5
1379757596;1379756619;396809;-0.2509006;-0.103262216;-0.22572882;5
1380205766;1380204791;396809;-0.24778399;-0.10037642;-0.22864212;5
1380782237;1380727846;396809;-0.25054598;-0.09969525;-0.22690967;5
1381251609;1381250634;396809;-0.24696025;-0.09913023;-0.22660345;5
1381699853;1381698854;396809;-0.2502983;-0.10236748;-0.22119638;5
1382297580;1382296604;396809;-0.24976131;-0.10095182;-0.22671707;5
1382745768;1382744792;396809;-0.25157836;-0.1029625;-0.2281802;5
1383193844;1383192869;396809;-0.2513196;-0.09879669;-0.22757807;5
1383791820;1383790845;396809;-0.2532358;-0.09038927;-0.22939391;5
1384240098;1384239122;396809;-0.25001574;-0.0930332;-0.22743106;5
1384688317;1384687313;396809;-0.2491683;-0.09381461;-0.2275939;5
1385286126;1385285150;396809;-0.25223312;-0.088671185;-0.22919548;5
1385734283;1385733308;396809;-0.2506044;-0.08808598;-0.2266661;5
1386182370;1386181390;396809;-0.25483224;-0.09042139;-0.22044264;5
1386780326;1386779350;396809;-0.2546583;-0.086014725;-0.21853341;5
1387228607;1387227633;396809;-0.2542953;-0.08900573;-0.22596332;5
1387676903;1387675928;396809;-0.24893326;-0.0876212;-0.22479026;5
1388274870;1388273895;396809;-0.25002077;-0.08909842;-0.2236816;5
1388723072;1388722097;396809;-0.2512067;-0.08898071;-0.23119855;5
1389171329;1389170353;396809;-0.25511038;-0.08047518;-0.21895511;5
1389769020;1389768045;396809;-0.25484157;-0.084178925;-0.22585191;5
1390217280;1390216304;396809;-0.2501242;-0.08356869;-0.22855775;5
1390793886;1390739289;396809;-0.25229144;-0.0857285;-0.22569543;5
1391263467;1391262492;396809;-0.25471002;-0.07965183;-0.22328913;5
1391711602;1391710604;396809;-0.25309995;-0.0809738;-0.2223077;5
1392288221;1392233750;396809;-0.2514615;-0.083846584;-0.2231408;5
1392757574;1392756599;396809;-0.25266656;-0.08842052;-0.22343394;5
1393205646;1393204673;396809;-0.2541918;-0.0873394;-0.22572248;5
1393782148;1393727697;396809;-0.2516266;-0.09225478;-0.22701502;5
1394251609;1394250635;396809;-0.25510535;-0.08440996;-0.22270457;5
1394699820;1394698845;396809;-0.25106156;-0.0858077;-0.21870305;5
1395297651;1395296677;396809;-0.24945581;-0.09201805;-0.22224505;5
1395745768;1395744792;396809;-0.25187087;-0.090035096;-0.2237172;5
1396194103;1396193129;396809;-0.2524919;-0.092837006;-0.2297976;5
1396791969;1396790995;396809;-0.25534543;-0.0866686;-0.22175875;5
1397240056;1397239080;396809;-0.24983245;-0.08767295;-0.22474785;5
1397688277;1397687303;396809;-0.2515927;-0.09278525;-0.22984001;5
1398286167;1398285097;396809;-0.25016165;-0.09457911;-0.22701836;5
1398734213;1398733168;396809;-0.24815118;-0.09507772;-0.23037094;5
1399182328;1399181353;396809;-0.24886206;-0.09370401;-0.23139478;5
1399780165;1399779175;396809;-0.2523697;-0.0892635;-0.2280088;5
1400228292;1400227311;396809;-0.24880603;-0.08798247;-0.22675091;5
1400676439;1400675464;396809;-0.2559384;-0.08660974;-0.22551723;5
1401274170;1401273196;396809;-0.25314668;-0.08574174;-0.22617759;5
1401722349;1401721374;396809;-0.25073162;-0.08772471;-0.22470544;5
1402170557;1402169565;396809;-0.25088686;-0.0902242;-0.22506672;5
1402768341;1402767367;396809;-0.25426227;-0.09727581;-0.22275555;5
1403216568;1403215548;396809;-0.24713421;-0.103536904;-0.22851267;5
1403792827;1403738615;396809;-0.24784756;-0.10019578;-0.22766182;5
1404262766;1404261792;396809;-0.24776956;-0.10335761;-0.2316176;5
1404710940;1404709965;396809;-0.25418177;-0.10240503;-0.2285861;5
1405287424;1405233161;396809;-0.25193492;-0.102276824;-0.22299194;5
1405757234;1405756259;396809;-0.25161144;-0.10188849;-0.22675267;5
1406205452;1406204477;396809;-0.2491022;-0.1031587;-0.22581366;5
1406781676;1406727479;396809;-0.24898145;-0.097616635;-0.22785032;5
1407251621;1407250633;396809;-0.2487967;-0.09422493;-0.22134164;5
1407699767;1407698792;396809;-0.25281253;-0.097162485;-0.21838595;5
1408297767;1408296792;396809;-0.24998268;-0.09410722;-0.22885859;5
1408745942;1408744967;396809;-0.2518565;-0.09301629;-0.22669268;5
1409194097;1409193104;396809;-0.25324088;-0.09365054;-0.22100917;5
1409791841;1409790862;396809;-0.25511903;-0.09025193;-0.228002;5
1410240271;1410239296;396809;-0.25220084;-0.088118106;-0.21771482;5
1410688633;1410687647;396809;-0.24690849;-0.09829707;-0.22648303;5
1411286490;1411285514;396809;-0.24852788;-0.09792868;-0.22823843;5
1411734768;1411733793;396809;-0.24952123;-0.09869318;-0.22766289;5
1412183068;1412182093;396809;-0.25000134;-0.096014395;-0.23040654;5
1412780839;1412779864;396809;-0.24927181;-0.09548094;-0.22783475;5
1413228904;1413227929;396809;-0.2504535;-0.09767092;-0.22619295;5
1413677085;1413676091;396809;-0.25111264;-0.10266008;-0.22246107;5
1414274955;1414273968;396809;-0.24887648;-0.09791887;-0.223784;5
1414723162;1414722187;396809;-0.24863139;-0.09959501;-0.22847928;5
1415299431;1415245168;396809;-0.25077444;-0.09762796;-0.22585206;5
1415769205;1415768231;396809;-0.2525437;-0.10086623;-0.22528273;5
1416217356;1416216381;396809;-0.24862203;-0.09864142;-0.2277053;5
