timestamp;flag_armed;flag_multicopter_position_control_enabled;flag_control_manual_enabled;flag_control_auto_enabled;flag_control_offboard_enabled;flag_control_position_enabled;flag_control_velocity_enabled;flag_control_altitude_enabled;flag_control_climb_rate_enabled;flag_control_acceleration_enabled;flag_control_attitude_enabled;flag_control_rates_enabled;flag_control_allocation_enabled;flag_control_termination_enabled;source_id
1345410760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1345916816;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1346422780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1346928760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1347434760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1347940780;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1348446896;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1348952779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1349458874;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1349964760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1350471375;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1350976761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1351482868;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1351988760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1352494761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1353000761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1353506779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1354013762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1354520813;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1355026761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1355532960;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1356038799;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1356545172;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1357050779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1357556794;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1358063469;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1358569317;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1359074760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1359580761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1360086759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1360592896;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1361098759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1361604777;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1362110858;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
