timestamp;timestamp_sample;baro_device_id;baro_alt_meter;baro_pressure_pa;ambient_temperature;rho;temperature_source;calibration_count
1273589572;1273567355;4028193;10.162361;101203.0;15.0;1.2233242;0;0
1273816504;1273796996;4028193;10.098945;101203.75;15.0;1.2233332;0;0
1273989446;1273969917;4028193;10.162361;101203.0;15.0;1.2233242;0;0
1274227201;1274202270;4028193;10.371104;101200.5;15.0;1.223294;0;0
1274400201;1274375237;4028193;10.098945;101203.75;15.0;1.2233332;0;0
1274627208;1274604994;4028193;10.225777;101202.25;15.0;1.2233151;0;0
1274800022;1274777824;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1275026875;1275007313;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1275199819;1275180280;4028193;10.307689;101201.25;15.0;1.2233031;0;0
1275437513;1275412544;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1275610400;1275585424;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1275837206;1275815001;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1276010029;1275987817;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1276236988;1276217479;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1276409842;1276390301;4028193;10.162361;101203.0;15.0;1.2233242;0;0
1276582770;1276563244;4028193;10.307689;101201.25;15.0;1.2233031;0;0
1276820452;1276795538;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1276993417;1276968490;4028193;10.204638;101202.5;15.0;1.2233181;0;0
1277220236;1277198036;4028193;10.162361;101203.0;15.0;1.2233242;0;0
1277393234;1277371018;4028193;10.328828;101201.0;15.0;1.2233;0;0
1277620050;1277600512;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1277793124;1277773597;4028193;10.204638;101202.5;15.0;1.2233181;0;0
1278030867;1278005966;4028193;10.1835;101202.75;15.0;1.2233212;0;0
1278203660;1278178752;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1278430515;1278408286;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1278603408;1278581192;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1278830243;1278810731;4028193;10.1835;101202.75;15.0;1.2233212;0;0
1279003002;1278983505;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1279175848;1279156339;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1279413654;1279388722;4028193;10.204638;101202.5;15.0;1.2233181;0;0
1279640537;1279618321;4028193;10.162361;101203.0;15.0;1.2233242;0;0
1279813480;1279791246;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1280040318;1280020816;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1280213232;1280193719;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1280386035;1280366520;4028193;10.431877;101199.75;15.0;1.2232848;0;0
1280624028;1280599039;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1280796858;1280771954;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1281023782;1281001510;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1281196665;1281174424;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1281423505;1281403993;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1281596513;1281577006;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1281834246;1281809323;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1282007090;1281982193;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1282234117;1282211890;4028193;10.038173;101204.5;15.0;1.2233423;0;0
1282407070;1282384836;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1282633987;1282614489;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1282806881;1282787307;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1282979825;1282960295;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1283217461;1283192537;4028193;9.702598;101208.5;15.0;1.2233907;0;0
1283390400;1283365485;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1283617316;1283595075;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1283790184;1283767927;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1284017162;1283997637;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1284190208;1284170657;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1284427941;1284403017;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1284600732;1284575812;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1284827694;1284805472;4028193;10.141222;101203.25;15.0;1.2233273;0;0
1285000490;1284978280;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1285227488;1285207937;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1285400339;1285380826;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1285638072;1285613176;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1285810912;1285786014;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1286037867;1286015662;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1286210700;1286188501;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1286437753;1286418225;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1286610488;1286590986;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1286783324;1286763818;4028193;9.702598;101208.5;15.0;1.2233907;0;0
1287021072;1286996159;4028193;9.890202;101206.25;15.0;1.2233635;0;0
