timestamp;gyro_rad[0];gyro_rad[1];gyro_rad[2];gyro_integral_dt;accelerometer_timestamp_relative;accelerometer_m_s2[0];accelerometer_m_s2[1];accelerometer_m_s2[2];accelerometer_integral_dt;accelerometer_clipping;gyro_clipping;accel_calibration_count;gyro_calibration_count
1282356872;-0.0043169465;0.14300415;0.037924215;4499;0;-1.4304358;-1.9544145;-8.876002;4363;0;0;3;1
1282361371;-0.025622828;0.004595857;0.01611143;4499;0;1.6290824;2.0118618;-11.084348;4364;0;0;3;1
1282365870;0.024487626;0.104353495;0.060441982;4499;0;-1.782481;0.30165544;-8.371056;4363;0;0;3;1
1282370416;0.03259166;0.053019248;0.06663996;4546;0;1.0191591;-0.14901865;-11.593849;5818;0;0;3;1
1282374868;0.0068616862;0.07975167;0.0076878616;4452;0;-1.1886237;-0.9796765;-6.138446;4366;0;0;3;1
1282379370;-0.003632995;0.043703787;0.03303133;4502;0;1.035734;2.2553642;-13.858211;4360;0;0;3;1
1282383866;0.06384418;0.034474634;0.059112653;4496;0;-1.4466947;-0.26954177;-5.1221795;4363;0;0;3;1
1282388368;0.007173704;0.105926305;0.08175646;4502;0;0.96095043;-0.2044922;-13.7145;4364;0;0;3;1
1282392911;0.068818085;0.0023371782;-0.010105122;4543;0;-0.6967707;-0.32593292;-7.241421;4363;0;0;3;1
1282397363;-0.0011064601;0.10814856;0.055348005;4452;0;0.47666323;1.1346871;-12.274078;4363;0;0;3;1
1282401862;0.074703224;-0.033416744;0.05032453;4499;0;-0.68037945;0.24251781;-6.7647166;4363;0;0;3;1
1282406361;0.029844556;0.124501765;0.0727634;4499;0;0.19469713;-0.009295843;-11.601122;4364;0;0;3;1
1282410860;0.09440791;0.009963402;0.004782777;4499;0;-0.009933558;-0.040742762;-9.899374;4363;0;0;3;1
1282415406;0.026096597;0.042205065;0.05003265;4546;0;-0.20517358;0.22271582;-9.2434845;5819;0;0;3;1
1282419858;0.078910984;0.037206173;0.077342674;4452;0;-0.33356807;0.6498396;-10.202182;4363;0;0;3;1
1282424357;0.040276233;0.044580676;0.04617618;4499;0;0.19660775;-0.3599527;-8.989203;4364;0;0;3;1
1282428856;0.09564292;0.10885331;0.02969595;4499;0;-0.2545698;0.2906284;-12.098352;4365;0;0;3;1
1282433355;0.072866626;-0.048053592;0.027572943;4499;0;-0.0034364874;-0.118138686;-6.8345976;4363;0;0;3;1
1282437901;0.03937996;0.11985367;0.10424447;4546;0;-0.20170999;0.45693985;-12.118781;4364;0;0;3;1
1282442354;0.07727869;-0.0071862154;0.004020677;4453;0;-0.29011878;0.27379596;-7.5054636;4364;0;0;3;1
1282446852;0.15395834;0.15727952;0.056998268;4498;0;0.27817217;0.37271503;-13.210409;4364;0;0;3;1
1282451351;0.18507698;-0.07840899;0.022102203;4499;0;-0.50787336;-0.5262643;-5.910974;4363;0;0;3;1
1282455850;0.08935909;0.15693678;0.09499912;4499;0;0.16833584;0.1926143;-12.7478695;4364;0;0;3;1
1282460396;0.05557946;0.0002173651;0.009259271;4546;0;-0.6051254;0.32864812;-7.4177556;4363;0;0;3;1
1282464848;0.079178125;0.15708427;0.067001015;4452;0;0.34504437;-0.11421601;-12.668359;4364;0;0;3;1
1282469347;0.07034998;-0.041565422;0.03364594;4499;0;-0.092342615;-0.49035203;-8.211479;5818;0;0;3;1
1282473846;0.041323118;0.11438461;0.07737835;4499;0;-0.57996666;0.38535202;-10.401657;4364;0;0;3;1
1282478345;0.061654802;0.06312888;0.022010205;4499;0;0.1989361;0.92064214;-9.9183;4363;0;0;3;1
1282482891;0.12681554;0.08239979;0.053430937;4546;0;-0.2772008;-1.1279657;-9.437275;4364;0;0;3;1
1282487343;0.052299336;0.021737926;0.04231854;4452;0;0.33661953;-0.8551343;-9.582157;4364;0;0;3;1
1282491842;0.059113335;0.05767288;0.043656133;4499;0;-0.58840406;0.9877422;-10.292315;4363;0;0;3;1
1282496341;0.048246026;0.13429153;0.059042573;4499;0;0.09443693;0.51334256;-10.2985735;4364;0;0;3;1
1282500840;0.088385604;0.026883824;0.034227077;4499;0;-0.030786434;-1.1006905;-8.739718;4364;0;0;3;1
1282505386;0.01361195;0.07960531;0.0686541;4546;0;0.15917884;-0.957971;-10.088459;4364;0;0;3;1
1282509838;0.03733605;0.04792432;0.01116216;4452;0;-0.54235405;1.0908962;-10.458507;4364;0;0;3;1
1282514337;0.053740308;0.18108827;0.08862222;4499;0;0.053209882;0.06346956;-9.27315;5818;0;0;3;1
1282518836;0.064641565;0.0060940576;0.029919809;4499;0;0.31161472;-0.7376566;-9.930882;4364;0;0;3;1
1282523335;-0.009641056;0.10394351;0.0606843;4499;0;-0.65930474;-1.0271893;-9.483521;4364;0;0;3;1
1282527881;0.02782361;0.057223726;0.016665755;4546;0;-0.13731058;2.0541017;-11.509021;4363;0;0;3;1
1282532334;0.059914596;0.17418559;0.102479205;4453;0;0.040204197;-0.538133;-7.9371305;4364;0;0;3;1
1282536832;0.03387331;-0.0049671233;0.03686137;4498;0;0.6249214;-0.88239485;-9.9667635;4363;0;0;3;1
1282541331;-0.011944016;0.09207499;0.050155416;4499;0;-1.120914;-0.7964334;-10.122096;4363;0;0;3;1
1282545830;0.010017083;0.07138007;0.03497594;4499;0;0.3115975;1.4955795;-10.807043;4364;0;0;3;1
1282550376;0.04741061;0.1299939;0.08508134;4546;0;0.20508142;-0.21516962;-8.434773;4363;0;0;3;1
1282554828;0.0045774933;-0.010607725;0.050195754;4452;0;0.6499879;-0.7543878;-8.903424;4363;0;0;3;1
1282559327;0.008840506;0.09501121;0.038482808;4499;0;-1.0977169;-0.28007153;-11.864008;4363;0;0;3;1
1282563826;0.00085165823;0.08089224;0.061648242;4499;0;0.43524444;0.6161796;-9.328639;5818;0;0;3;1
1282568325;0.03228531;0.09416147;0.07524595;4499;0;0.34294713;0.018026859;-9.019185;4363;0;0;3;1
1282572871;-0.01585999;-0.01112918;0.057428073;4546;0;-0.12684351;-0.82371753;-9.287386;4363;0;0;3;1
1282577323;0.018907707;0.110280216;0.028938899;4452;0;-1.1020244;0.4756161;-12.196363;4363;0;0;3;1
1282581822;-0.01678081;0.08218145;0.0692841;4499;0;0.6916458;-0.40171152;-8.187216;4364;0;0;3;1
1282586321;-0.012471544;0.0586988;0.07330032;4499;0;0.53956634;0.9290635;-9.7657585;4363;0;0;3;1
1282590820;-0.051241383;0.018484075;0.05112861;4499;0;-0.48393828;-0.9830815;-9.111676;4364;0;0;3;1
1282595366;0.016916625;0.10175944;0.055841558;4546;0;-0.5006742;0.9017764;-11.899787;4363;0;0;3;1
1282599818;-0.022094958;0.07047017;0.0511213;4452;0;0.23434623;-1.1427989;-8.346627;4363;0;0;3;1
1282604317;-0.062128115;0.013701285;0.08218974;4499;0;0.7647297;1.1618574;-9.418237;4363;0;0;3;1
1282608816;-0.033182494;0.06627272;0.044836517;4499;0;-0.7637656;-0.55499756;-9.832206;4362;0;0;3;1
1282613315;0.03943221;0.057697263;0.069087245;4499;0;0.15336064;0.24455601;-10.964105;5818;0;0;3;1
1282617861;-0.014180375;0.063209906;0.044173848;4546;0;0.18216914;-0.7984737;-7.4075484;4362;0;0;3;1
1282622313;-0.045577306;-0.005416983;0.0898508;4452;0;0.5874537;1.1640612;-11.749841;4363;0;0;3;1
1282626812;-0.04334099;0.10119561;0.045380615;4499;0;-1.0705992;-0.44578907;-8.019179;4364;0;0;3;1
1282631311;-0.0041932194;0.065328136;0.08430248;4499;0;1.0652462;-0.21293409;-12.14369;4363;0;0;3;1
1282635810;-0.030100763;0.0028202147;0.033579823;4499;0;-0.34604672;-0.79421234;-6.392041;4364;0;0;3;1
1282640356;-0.057993434;0.05380396;0.094337694;4546;0;0.41364816;1.2669228;-13.0345545;4363;0;0;3;1
1282644808;-0.036242884;0.06759008;0.045459304;4452;0;-0.7199966;-0.30317903;-7.567036;4363;0;0;3;1
1282649307;-0.029498938;0.07160093;0.077879;4499;0;1.228264;-0.5319068;-11.479081;4364;0;0;3;1
1282653806;-0.0031853933;-0.0754779;0.036484413;4499;0;-0.35244328;-0.30524144;-7.319019;4363;0;0;3;1
1282658305;-0.02417966;0.09658157;0.08252845;4499;0;-0.45263028;0.5721391;-12.605948;4363;0;0;3;1
1282662851;-0.003205357;0.039817717;0.061381143;4546;0;0.73592925;0.035418615;-8.642991;5818;0;0;3;1
1282667303;-0.016752591;0.017376224;0.059118997;4452;0;0.063197866;-0.41854438;-8.895123;4364;0;0;3;1
1282671802;-0.005243047;-0.06469637;0.050433457;4499;0;-0.118445426;-0.19817999;-11.208527;4363;0;0;3;1
1282676301;-0.030452676;0.07312326;0.06370784;4499;0;-0.85544866;0.44015318;-9.573357;4363;0;0;3;1
1282680800;-0.0021677087;0.06731041;0.08903556;4499;0;1.8507571;0.5805633;-10.460633;4363;0;0;3;1
1282685346;0.010313706;-0.093449175;0.027965346;4546;0;-0.27091327;-0.6790327;-6.6660404;4363;0;0;3;1
1282689798;-0.010269836;0.03729236;0.07979088;4452;0;-0.4253541;0.106412865;-13.208317;4363;0;0;3;1
1282694297;-0.029745888;-0.005930104;0.03785812;4499;0;-0.46961161;-0.14602467;-8.017131;4363;0;0;3;1
1282698796;-0.010813239;0.090766996;0.09418539;4499;0;1.5936875;1.4452053;-11.359415;4364;0;0;3;1
1282703295;0.018108362;-0.17289515;0.024589263;4499;0;-0.06628793;-0.7814555;-6.008715;4363;0;0;3;1
1282707844;-0.0063559283;0.06973174;0.088562734;4549;0;-1.1290247;-0.31707877;-12.275458;5817;0;0;3;1
1282712293;-0.013845416;-0.05094462;0.034549344;4449;0;1.347097;0.94543403;-9.108884;4363;0;0;3;1
1282716792;-0.0071980287;0.034979336;0.076271735;4499;0;0.3972889;0.45250875;-9.0905285;4364;0;0;3;1
1282721291;0.024337772;-0.15499237;0.054184977;4499;0;0.07778239;-0.16456148;-9.007231;4364;0;0;3;1
1282725790;0.0029914589;0.028603354;0.057142556;4499;0;-1.3107662;-0.7963799;-11.548165;4363;0;0;3;1
1282730336;-0.021388581;-0.046546407;0.050032083;4546;0;1.4641044;0.40619263;-9.151127;4363;0;0;3;1
1282734788;0.00014313823;-0.071057424;0.054845016;4452;0;0.08950893;1.0287544;-9.060821;4864;0;0;3;1
1282739287;0.02774172;-0.08035887;0.07427876;4499;0;-0.14418125;-0.47216424;-9.717699;4347;0;0;3;1
1282743786;0.03865705;-0.05705749;0.039509423;4499;0;-0.5341789;-0.32216036;-10.656049;4364;0;0;3;1
1282748285;-0.046479877;-0.029669605;0.056907002;4499;0;0.90465295;-0.3052169;-9.691417;4363;0;0;3;1
1282752831;0.040131655;-0.1447695;0.044233415;4546;0;0.12367062;1.8567708;-9.136715;4363;0;0;3;1
1282757283;0.015806952;-0.017631833;0.08963627;4452;0;-0.33768746;-0.88840586;-9.714604;4363;0;0;3;1
1282761782;0.11943384;-0.13295168;0.026370699;4499;0;0.021259563;0.22133407;-9.928595;4363;0;0;3;1
1282766281;0.06494316;-0.022624027;0.04530257;4499;0;0.2846304;-0.36179093;-10.433591;4364;0;0;3;1
