timestamp;timestamp_sample;switch_changes;mode_slot;arm_switch;return_switch;loiter_switch;offboard_switch;kill_switch;termination_switch;gear_switch;transition_switch;photo_switch;video_switch;engage_main_motor_switch;payload_power_switch
8158112381;8158088661;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8159124464;8159100990;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8160136718;8160113205;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8161148990;8161125503;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8162161329;8162137756;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8163173569;8163150095;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8164185963;8164162310;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8165198098;8165174634;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8166210462;8166186858;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8167222653;8167199226;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8168234935;8168211414;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8169247277;8169223699;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8170259528;8170235956;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8171271740;8171248329;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8172284078;8172260505;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8173296287;8173272825;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8174308610;8174285097;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8175321200;8175297332;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8176333130;8176309604;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8177345388;8177321895;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8178357693;8178334144;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8179369931;8179346422;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8180382219;8180358702;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8181394500;8181370978;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8182406760;8182383320;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8183419022;8183395506;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8184431294;8184407806;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8185443662;8185420058;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8186455851;8186432330;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8187468111;8187444601;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8188480462;8188456870;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8189492751;8189469138;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8190504925;8190481533;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8191517444;8191493684;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8192529472;8192506003;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8193541774;8193518224;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8194554044;8194530513;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8195566334;8195542764;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8196578563;8196555072;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8197590870;8197567303;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8198603143;8198579597;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8199615395;8199591843;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8200627642;8200604192;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8201639927;8201616386;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8202652167;8202628679;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8203664454;8203640954;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8204676767;8204653204;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8205688991;8205665462;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8206701312;8206677759;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8207713514;8207690111;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8208725798;8208702281;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8209738049;8209714547;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8210750395;8210726811;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8211762672;8211739091;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8212774879;8212751346;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8213787135;8213763618;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8214799488;8214775884;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8215811654;8215788177;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8216824355;8216800414;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8217836192;8217812713;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8218848534;8218824972;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8219860752;8219837273;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8220873029;8220849489;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8221885297;8221861767;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8222897653;8222874059;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8223909798;8223886285;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8224922104;8224898581;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8225934341;8225910822;1;0;0;0;0;0;3;0;0;0;0;0;0;0
