timestamp;data_rate;rate_multiplier;tx_rate_avg;tx_error_rate_avg;tx_message_count;tx_buffer_overruns;rx_rate_avg;rx_message_count;rx_message_lost_count;rx_buffer_overruns;rx_parse_errors;rx_packet_drop_count;rx_message_lost_rate;type;mode;flow_control;forwarding;mavlink_v2;ftp;streams;heartbeat_type_antenna_tracker;heartbeat_type_gcs;heartbeat_type_onboard_controller;heartbeat_type_gimbal;heartbeat_type_adsb;heartbeat_type_camera;heartbeat_type_parachute;heartbeat_type_open_drone_id;heartbeat_component_telemetry_radio;heartbeat_component_log;heartbeat_component_osd;heartbeat_component_vio;heartbeat_component_pairing_manager;heartbeat_component_udp_bridge;heartbeat_component_uart_bridge;open_drone_id_system_healthy;parachute_system_healthy
7880298852;1200.0;0.28181258;896.1039;0.0;144786;0;20.97902;14313;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7881558843;1200.0;0.28181258;550.98785;0.0;144803;0;62.99861;14315;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7882820863;1200.0;0.28181258;594.8104;0.0;144823;0;20.958084;14318;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7884070917;1200.0;0.28181258;953.99805;0.0;144853;0;62.999874;14320;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7885071819;1200.0;0.28181258;551.4618;0.0;144867;0;41.95905;14322;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7885332248;1200.0;0.28181258;551.4618;0.0;144872;0;41.95905;14322;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7886585821;1200.0;0.28181258;564.98816;0.0;144890;0;20.99956;14325;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7887836908;1200.0;0.28181258;555.2765;0.0;144918;0;41.945347;14328;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7889096900;1200.0;0.28181258;607.11285;0.0;144937;0;20.798319;14330;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7890106847;1200.0;0.28181258;590.099;0.0;144953;0;62.37624;14332;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7890356820;1200.0;0.28181258;590.099;0.0;144966;0;62.37624;14333;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7891607213;1200.0;0.28181258;940.5875;0.0;144986;0;41.58387;14335;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7892857868;1200.0;0.28181258;550.4215;0.0;145003;0;62.93386;14338;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7894109860;1200.0;0.28181258;956.1746;0.0;145032;0;41.919975;14340;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7895110881;1200.0;0.28181258;544.9613;0.0;145049;0;20.998508;14342;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7895370851;1200.0;0.28181258;544.9613;0.0;145052;0;20.998508;14343;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7896630838;1200.0;0.28181258;638.38074;0.0;145071;0;62.93895;14345;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7897881832;1200.0;0.28181258;988.63666;0.0;145100;0;20.97108;14348;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7899141821;1200.0;0.28181258;590.3205;0.0;145120;0;62.39965;14350;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7900142927;1200.0;0.28181258;533.466;0.0;145134;0;41.958;14352;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7900402847;1200.0;0.28181258;533.466;0.0;145140;0;41.958;14353;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7901655821;1200.0;0.28181258;611.763;0.0;145166;0;20.957623;14355;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7902905819;1200.0;0.28181258;549.50494;0.0;145185;0;41.58416;14358;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7904156077;1200.0;0.28181258;596.0367;0.0;145204;0;41.583954;14360;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7905156822;1200.0;0.28181258;992.10675;0.0;145229;0;41.58531;14362;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7905406845;1200.0;0.28181258;992.10675;0.0;145233;0;41.58531;14363;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7906667821;1200.0;0.28181258;594.80743;0.0;145253;0;41.91596;14365;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7907921596;1200.0;0.28181258;659.6517;0.0;145271;0;41.91433;14368;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7909172221;1200.0;0.28181258;865.19275;0.0;145299;0;41.96085;14370;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7910173202;1200.0;0.28181258;612.4017;0.0;145314;0;41.959003;14372;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7910432938;1200.0;0.28181258;612.4017;0.0;145318;0;41.959003;14373;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7911692822;1200.0;0.28181258;547.9748;0.0;145346;0;41.998066;14375;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7912942876;1200.0;0.28181258;606.983;0.0;145367;0;41.58774;14378;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7914194820;1200.0;0.28181258;547.4651;0.0;145384;0;41.959003;14380;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7915195846;1200.0;0.28181258;553.8922;0.0;145410;0;41.91617;14382;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7915455818;1200.0;0.28181258;553.8922;0.0;145413;0;41.91617;14383;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7916717247;1200.0;0.28181258;932.05493;0.0;145432;0;41.957455;14385;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7917977821;1200.0;0.28181258;572.43964;0.0;145450;0;41.958923;14388;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7919227851;1200.0;0.28181258;1002.97034;0.0;145482;0;41.58416;14390;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7920228819;1200.0;0.28181258;638.3623;0.0;145496;0;41.958084;14392;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7920478870;1200.0;0.28181258;638.3623;0.0;145500;0;41.958084;14393;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7921729902;1200.0;0.28181258;499.00644;0.0;145519;0;41.58387;14396;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7922989851;1200.0;0.28181258;869.8535;0.0;145545;0;41.562965;14398;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7924249850;1200.0;0.28181258;607.0215;0.0;145566;0;41.590378;14400;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7925259828;1200.0;0.28181258;559.6082;0.0;145581;0;41.599194;14402;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7925499842;1200.0;0.28181258;559.6082;0.0;145583;0;41.599194;14403;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7926750890;1200.0;0.28181258;926.0332;0.0;145613;0;41.956196;14406;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7928011926;1200.0;0.28181258;622.91797;0.0;145632;0;41.927174;14408;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7929012881;1200.0;0.28181258;541.8575;0.0;145647;0;41.988956;14410;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7929263030;1200.0;0.28181258;541.8575;0.0;145662;0;41.988956;14411;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7930512818;1200.0;0.28181258;926.73267;0.0;145680;0;41.58416;14413;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7931763822;1200.0;0.28181258;587.04675;0.0;145698;0;41.578354;14415;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7933024848;1200.0;0.28181258;881.74084;0.0;145725;0;41.94011;14418;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7934035444;1200.0;0.28181258;630.9917;0.0;145743;0;41.60385;14420;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7934284871;1200.0;0.28181258;630.9917;0.0;145748;0;41.60385;14420;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7935535916;1200.0;0.28181258;595.4052;0.0;145766;0;41.958084;14423;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7936786947;1200.0;0.28181258;576.23706;0.0;145794;0;41.584118;14426;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7938047008;1200.0;0.28181258;611.88116;0.0;145812;0;41.58416;14428;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7939056842;1200.0;0.28181258;537.9984;0.0;145827;0;41.999874;14430;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7939296892;1200.0;0.28181258;537.9984;0.0;145832;0;41.999874;14430;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7940556844;1200.0;0.28181258;971.2477;0.0;145861;0;41.58247;14433;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7941816818;1200.0;0.28181258;616.5826;0.0;145880;0;41.567364;14436;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7943067915;1200.0;0.28181258;555.4445;0.0;145898;0;41.95804;14438;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7944078010;1200.0;0.28181258;912.8704;0.0;145922;0;41.584118;14440;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7944328888;1200.0;0.28181258;912.8704;0.0;145926;0;41.584118;14441;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7945579850;1200.0;0.28181258;550.8861;0.0;145946;0;41.915245;14443;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7946842918;1200.0;0.28181258;563.88464;0.0;145963;0;41.917088;14446;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7948093935;1200.0;0.28181258;627.4334;0.0;145993;0;41.96211;14448;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7949094821;1200.0;0.28181258;612.4017;0.0;146009;0;41.959003;14450;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
