timestamp;nav_state;failure
8227071993;15;0
8227573592;15;0
8228083856;15;0
8228590924;15;0
8229094314;15;0
8229598208;15;0
8230108894;15;0
8230615058;15;0
8231118960;15;0
8231622912;15;0
8232132941;15;0
8232638807;15;0
8233143376;15;0
8233647443;15;0
8234151522;15;0
8234662980;15;0
8235168888;15;0
8235671770;15;0
8236175692;15;0
8236687008;15;0
8237192982;15;0
8237696344;15;0
8238200297;15;0
8238710827;15;0
8239217049;15;0
8239720865;15;0
8240224742;15;0
8240734844;15;0
8241240806;15;0
8241745368;15;0
8242249264;15;0
8242753120;15;0
8243264828;15;0
8243771806;15;0
8244273751;15;0
8244783807;15;0
8245289806;15;0
8245794750;15;0
8246298532;15;0
8246802286;15;0
8247313835;15;0
8247819807;15;0
8248322812;15;0
8248827071;15;0
8249338852;15;0
8249846521;15;0
8250347471;15;0
8250857907;15;0
8251364191;15;0
8251868011;15;0
8252372279;15;0
8252881861;15;0
8253387808;15;0
8253892522;15;0
8254396397;15;0
8254900323;15;0
8255413283;15;0
8255918807;15;0
8256420922;15;0
8256930806;15;0
8257436819;15;0
8257941616;15;0
8258446167;15;0
8258949543;15;0
8259462380;15;0
8259967901;15;0
8260470053;15;0
8260979828;15;0
8261486005;15;0
8261990618;15;0
8262494528;15;0
8262998515;15;0
8263509808;15;0
8264015942;15;0
8264519303;15;0
8265023025;15;0
8265533958;15;0
8266039833;15;0
8266543615;15;0
8267047499;15;0
8267558809;15;0
8268065013;15;0
8268568101;15;0
8269071960;15;0
8269582922;15;0
8270088853;15;0
8270592623;15;0
8271096507;15;0
8271607835;15;0
8272113807;15;0
8272617434;15;0
8273121323;15;0
8273631806;15;0
8274137852;15;0
8274641943;15;0
8275145540;15;0
8275655839;15;0
8276162403;15;0
8276666239;15;0
8277170131;15;0
8277680807;15;0
8278187900;15;0
8278690840;15;0
8279200845;15;0
8279706805;15;0
8280211350;15;0
8280715349;15;0
8281219134;15;0
8281730844;15;0
8282236951;15;0
8282739996;15;0
8283244387;15;0
8283754954;15;0
8284260808;15;0
8284764340;15;0
8285268130;15;0
8285778807;15;0
8286284944;15;0
8286788988;15;0
8287292837;15;0
8287802808;15;0
8288309691;15;0
8288813344;15;0
8289317320;15;0
8289821167;15;0
8290332838;15;0
8290838991;15;0
8291341706;15;0
8291845781;15;0
8292356807;15;0
8292863000;15;0
8293366312;15;0
8293870316;15;0
8294380833;15;0
8294887252;15;0
8295390883;15;0
8295894664;15;0
8296405240;15;0
8296911499;15;0
8297415473;15;0
8297919797;15;0
8298423061;15;0
8298934834;15;0
8299440916;15;0
8299943791;15;0
8300447762;15;0
8300958914;15;0
8301464807;15;0
8301968264;15;0
8302472181;15;0
8302983808;15;0
8303490053;15;0
8303992862;15;0
8304496652;15;0
8305007821;15;0
8305514880;15;0
8306017649;15;0
8306521256;15;0
8307033209;15;0
8307538874;15;0
8308041937;15;0
8308545781;15;0
8309056886;15;0
8309562820;15;0
8310066424;15;0
8310570233;15;0
8311080808;15;0
8311587103;15;0
8312090993;15;0
8312595501;15;0
8313104858;15;0
8313610897;15;0
8314115394;15;0
8314619328;15;0
8315129983;15;0
8315636131;15;0
8316139936;15;0
8316643824;15;0
8317153884;15;0
8317660541;15;0
8318164511;15;0
