timestamp;timestamp_sample;control[0];control[1];control[2];control[3];control[4];control[5];control[6];control[7];control[8];control[9];control[10];control[11];reversible_flags
7884218033;7884217941;0.31190118;0.43516272;0.14780721;0.36152878;nan;nan;nan;nan;nan;nan;nan;nan;0
7884320017;7884319927;0.2450538;0.49350756;0.27204403;0.24579452;nan;nan;nan;nan;nan;nan;nan;nan;0
7884417508;7884417414;0.34280545;0.4037272;0.3193249;0.19054237;nan;nan;nan;nan;nan;nan;nan;nan;0
7884519539;7884519447;0.4507838;0.3099719;0.15346898;0.34217522;nan;nan;nan;nan;nan;nan;nan;nan;0
7884618497;7884618387;0.36500588;0.39642125;0.13367733;0.36129546;nan;nan;nan;nan;nan;nan;nan;nan;0
7884718965;7884718873;0.31200787;0.45737275;0.14875767;0.3382616;nan;nan;nan;nan;nan;nan;nan;nan;0
7884817954;7884817859;0.3993455;0.36285037;0.17740728;0.31679678;nan;nan;nan;nan;nan;nan;nan;nan;0
7884918440;7884918345;0.44905525;0.29928464;0.29934123;0.20871876;nan;nan;nan;nan;nan;nan;nan;nan;0
7885020424;7885020332;0.23017333;0.51857036;0.1465667;0.36108953;nan;nan;nan;nan;nan;nan;nan;nan;0
7885117914;7885117818;0.23261297;0.50967616;0.09131307;0.42279774;nan;nan;nan;nan;nan;nan;nan;nan;0
7885219894;7885219805;0.44527593;0.293778;0.25362572;0.26372027;nan;nan;nan;nan;nan;nan;nan;nan;0
7885317384;7885317291;0.27091694;0.46319264;0.14108175;0.38120857;nan;nan;nan;nan;nan;nan;nan;nan;0
7885419415;7885419324;0.3226723;0.4124389;0.21847297;0.30281574;nan;nan;nan;nan;nan;nan;nan;nan;0
7885516903;7885516811;0.35689646;0.37633127;0.22609258;0.29707956;nan;nan;nan;nan;nan;nan;nan;nan;0
7885618944;7885618753;0.20008686;0.5401253;0.046421807;0.46976593;nan;nan;nan;nan;nan;nan;nan;nan;0
7885720855;7885720736;0.2306863;0.51262176;0.03481812;0.4782737;nan;nan;nan;nan;nan;nan;nan;nan;0
7885818317;7885818223;0.36752212;0.37928936;0.19824392;0.31134453;nan;nan;nan;nan;nan;nan;nan;nan;0
7885920300;7885920209;0.46293694;0.28479242;0.35301176;0.15565877;nan;nan;nan;nan;nan;nan;nan;nan;0
7886017783;7886017695;0.44092965;0.31991094;0.40965775;0.085901566;nan;nan;nan;nan;nan;nan;nan;nan;0
7886119771;7886119682;0.38418326;0.39021945;0.3136987;0.1682985;nan;nan;nan;nan;nan;nan;nan;nan;0
7886217264;7886217168;0.3606361;0.40166226;0.26099455;0.23310699;nan;nan;nan;nan;nan;nan;nan;nan;0
7886319291;7886319201;0.37942111;0.36782315;0.17053802;0.33861762;nan;nan;nan;nan;nan;nan;nan;nan;0
7886419733;7886419640;0.38148132;0.37131697;0.15902105;0.34458056;nan;nan;nan;nan;nan;nan;nan;nan;0
7886518719;7886518627;0.39627025;0.34475365;0.20391965;0.31145632;nan;nan;nan;nan;nan;nan;nan;nan;0
