timestamp;armed;prearmed;ready_to_arm;lockdown;kill;termination;in_esc_calibration_mode
8167861759;1;0;1;0;0;0;0
8168367772;1;0;1;0;0;0;0
8168873761;1;0;1;0;0;0;0
8169379924;1;0;1;0;0;0;0
8169885799;1;0;1;0;0;0;0
8170391758;1;0;1;0;0;0;0
8170897850;1;0;1;0;0;0;0
8171403802;1;0;1;0;0;0;0
8171909893;1;0;1;0;0;0;0
8172416144;1;0;1;0;0;0;0
8172921759;1;0;1;0;0;0;0
8173427759;1;0;1;0;0;0;0
8173933758;1;0;1;0;0;0;0
8174439962;1;0;1;0;0;0;0
8174945759;1;0;1;0;0;0;0
8175452757;1;0;1;0;0;0;0
8175958759;1;0;1;0;0;0;0
8176465759;1;0;1;0;0;0;0
8176971759;1;0;1;0;0;0;0
8177477758;1;0;1;0;0;0;0
8177983758;1;0;1;0;0;0;0
8178489999;1;0;1;0;0;0;0
8178995759;1;0;1;0;0;0;0
8179501862;1;0;1;0;0;0;0
8180007760;1;0;1;0;0;0;0
8180514310;1;0;1;0;0;0;0
8181019947;1;0;1;0;0;0;0
8181525808;1;0;1;0;0;0;0
8182031759;1;0;1;0;0;0;0
8182537759;1;0;1;0;0;0;0
8183043791;1;0;1;0;0;0;0
8183549961;1;0;1;0;0;0;0
8184055820;1;0;1;0;0;0;0
8184561758;1;0;1;0;0;0;0
8185067793;1;0;1;0;0;0;0
8185573759;1;0;1;0;0;0;0
8186079975;1;0;1;0;0;0;0
8186585778;1;0;1;0;0;0;0
8187092085;1;0;1;0;0;0;0
8187597766;1;0;1;0;0;0;0
8188103826;1;0;1;0;0;0;0
8188611247;1;0;1;0;0;0;0
8189116824;1;0;1;0;0;0;0
8189622838;1;0;1;0;0;0;0
8190128759;1;0;1;0;0;0;0
8190634756;1;0;1;0;0;0;0
8191141038;1;0;1;0;0;0;0
8191646758;1;0;1;0;0;0;0
8192153086;1;0;1;0;0;0;0
8192658804;1;0;1;0;0;0;0
8193164759;1;0;1;0;0;0;0
8193670759;1;0;1;0;0;0;0
8194176759;1;0;1;0;0;0;0
8194682758;1;0;1;0;0;0;0
8195188758;1;0;1;0;0;0;0
8195694778;1;0;1;0;0;0;0
8196200807;1;0;1;0;0;0;0
8196706829;1;0;1;0;0;0;0
8197212780;1;0;1;0;0;0;0
8197718758;1;0;1;0;0;0;0
8198224858;1;0;1;0;0;0;0
8198730758;1;0;1;0;0;0;0
8199236758;1;0;1;0;0;0;0
8199743021;1;0;1;0;0;0;0
8200248762;1;0;1;0;0;0;0
8200754970;1;0;1;0;0;0;0
8201260760;1;0;1;0;0;0;0
8201766772;1;0;1;0;0;0;0
8202272779;1;0;1;0;0;0;0
8202779896;1;0;1;0;0;0;0
8203286758;1;0;1;0;0;0;0
8203792757;1;0;1;0;0;0;0
8204298759;1;0;1;0;0;0;0
8204804758;1;0;1;0;0;0;0
8205310940;1;0;1;0;0;0;0
8205816758;1;0;1;0;0;0;0
8206322758;1;0;1;0;0;0;0
8206828759;1;0;1;0;0;0;0
8207334773;1;0;1;0;0;0;0
8207841566;1;0;1;0;0;0;0
8208346758;1;0;1;0;0;0;0
8208852757;1;0;1;0;0;0;0
8209358816;1;0;1;0;0;0;0
8209864778;1;0;1;0;0;0;0
8210370913;1;0;1;0;0;0;0
8210876758;1;0;1;0;0;0;0
8211382877;1;0;1;0;0;0;0
8211888759;1;0;1;0;0;0;0
8212394758;1;0;1;0;0;0;0
8212901086;1;0;1;0;0;0;0
8213406794;1;0;1;0;0;0;0
8213912793;1;0;1;0;0;0;0
8214419474;1;0;1;0;0;0;0
8214924759;1;0;1;0;0;0;0
8215430944;1;0;1;0;0;0;0
8215936766;1;0;1;0;0;0;0
8216443391;1;0;1;0;0;0;0
8216948758;1;0;1;0;0;0;0
8217454819;1;0;1;0;0;0;0
8217962359;1;0;1;0;0;0;0
8218467771;1;0;1;0;0;0;0
8218973759;1;0;1;0;0;0;0
8219479758;1;0;1;0;0;0;0
8219985757;1;0;1;0;0;0;0
8220492758;1;0;1;0;0;0;0
8220998758;1;0;1;0;0;0;0
8221504759;1;0;1;0;0;0;0
8222011021;1;0;1;0;0;0;0
8222516829;1;0;1;0;0;0;0
8223022758;1;0;1;0;0;0;0
8223528758;1;0;1;0;0;0;0
8224034758;1;0;1;0;0;0;0
8224541525;1;0;1;0;0;0;0
8225046758;1;0;1;0;0;0;0
8225552760;1;0;1;0;0;0;0
8226059758;1;0;1;0;0;0;0
8226566110;1;0;1;0;0;0;0
8227071944;1;0;1;0;0;0;0
8227577854;1;0;1;0;0;0;0
8228083781;1;0;1;0;0;0;0
8228590758;1;0;1;0;0;0;0
8229096813;1;0;1;0;0;0;0
8229603010;1;0;1;0;0;0;0
8230108831;1;0;1;0;0;0;0
8230615011;1;0;1;0;0;0;0
8231120823;1;0;1;0;0;0;0
8231626947;1;0;1;0;0;0;0
